Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EPS_Estimate,EPS_Reported,Surprise(%),Earnings_Date,stock
2022-12-22 00:00:00+00:00,51.29532236032048,51.32330048858319,50.567862563507944,51.230037689208984,651800,0.0,0.0,,,,False,CCEP
2022-12-23 00:00:00+00:00,51.21137799182088,51.39790712491153,50.94091092672682,51.267337799072266,485100,0.0,0.0,,,,False,CCEP
2022-12-27 00:00:00+00:00,51.45386940589381,51.53780734773653,51.10879278176162,51.4072380065918,467900,0.0,0.0,,,,False,CCEP
2022-12-28 00:00:00+00:00,51.35128164346783,51.86423415021602,51.26734370180011,51.64972686767578,918000,0.0,0.0,,,,False,CCEP
2022-12-29 00:00:00+00:00,51.48185365066677,52.1253755316165,51.23003981262178,51.67770767211914,814100,0.0,0.0,,,,False,CCEP
2022-12-30 00:00:00+00:00,51.51915573420695,51.72433459511845,51.23003537680074,51.59376525878906,818000,0.0,0.0,,,,False,CCEP
2023-01-03 00:00:00+00:00,51.69635205865048,51.92018417105253,50.334695442004964,50.69842529296875,1201800,0.0,0.0,,,,False,CCEP
2023-01-04 00:00:00+00:00,51.41656654594393,52.14402633851534,50.978223564395655,51.910865783691406,1483400,0.0,0.0,,,,False,CCEP
2023-01-05 00:00:00+00:00,51.70567921292772,52.62899650143868,51.677701087070474,52.15334701538086,1530400,0.0,0.0,,,,False,CCEP
2023-01-06 00:00:00+00:00,52.41449433215158,53.123300865526495,52.24661844518819,53.00205993652344,749600,0.0,0.0,,,,False,CCEP
2023-01-09 00:00:00+00:00,52.98340720794095,53.449728330341514,52.461126270063104,52.58237075805664,970500,0.0,0.0,,,,False,CCEP
2023-01-10 00:00:00+00:00,52.38650613175663,52.49842574764729,52.02277627448036,52.22795867919922,1103800,0.0,0.0,,,,False,CCEP
2023-01-11 00:00:00+00:00,52.25593948364258,52.42381535833881,51.864231481183076,52.25593948364258,964600,0.0,0.0,,,,False,CCEP
2023-01-12 00:00:00+00:00,52.54506547401617,52.880817259432874,52.0227845236182,52.31190490722656,1701200,0.0,0.0,,,,False,CCEP
2023-01-13 00:00:00+00:00,52.20931178634959,52.535738702610395,52.078742442944375,52.49843215942383,1110500,0.0,0.0,,,,False,CCEP
2023-01-17 00:00:00+00:00,52.6383249860266,53.757496348181725,52.601022001561326,53.27252197265625,1430900,0.0,0.0,,,,False,CCEP
2023-01-18 00:00:00+00:00,53.160608677288025,53.18858680653359,52.302579508110426,52.35853576660156,1666800,0.0,0.0,,,,False,CCEP
2023-01-19 00:00:00+00:00,52.255946356108794,52.51708861650691,51.97615438073395,52.041439056396484,945200,0.0,0.0,,,,False,CCEP
2023-01-20 00:00:00+00:00,52.26527088179032,52.26527088179032,51.6870301436003,51.97615051269531,865300,0.0,0.0,,,,False,CCEP
2023-01-23 00:00:00+00:00,52.03210768081731,52.181330286173896,51.49117351280748,51.64039611816406,694100,0.0,0.0,,,,False,CCEP
2023-01-24 00:00:00+00:00,51.67770696226513,51.87356098102721,51.22071069407243,51.52848434448242,688300,0.0,0.0,,,,False,CCEP
2023-01-25 00:00:00+00:00,51.472518464217075,52.28391968820064,51.33262427776114,52.26526641845703,704300,0.0,0.0,,,,False,CCEP
2023-01-26 00:00:00+00:00,52.144023171340734,52.19998298188872,51.62174227946875,51.99480056762695,778800,0.0,0.0,,,,False,CCEP
2023-01-27 00:00:00+00:00,51.64972428485797,51.742987078603825,51.2020564709323,51.37925720214844,714300,0.0,0.0,,,,False,CCEP
2023-01-30 00:00:00+00:00,51.26734191796559,51.85490393144784,51.09946604047135,51.59376525878906,1149600,0.0,0.0,,,,False,CCEP
2023-01-31 00:00:00+00:00,51.733661992493694,52.52640640905418,51.640395641414656,52.433143615722656,1760100,0.0,0.0,,,,False,CCEP
2023-02-01 00:00:00+00:00,52.33055337111995,53.002056880252425,51.78961919815266,52.843505859375,1155000,0.0,0.0,,,,False,CCEP
2023-02-02 00:00:00+00:00,52.554384535504134,52.880811427659495,52.23728605733044,52.433143615722656,1233500,0.0,0.0,,,,False,CCEP
2023-02-03 00:00:00+00:00,52.34920510842258,52.35852996455516,51.69635488897041,52.10671615600586,651300,0.0,0.0,,,,False,CCEP
2023-02-06 00:00:00+00:00,51.74298647481154,51.91086234779315,51.27666539602872,51.36060333251953,1050900,0.0,0.0,,,,False,CCEP
2023-02-07 00:00:00+00:00,50.92226381597039,51.295322127267795,50.577187190556316,50.96889877319336,1367500,0.0,0.0,,,,False,CCEP
2023-02-08 00:00:00+00:00,50.838319328087906,52.22795762311164,50.838319328087906,51.44453811645508,1535400,0.0,0.0,,,,False,CCEP
2023-02-09 00:00:00+00:00,51.93884162396418,52.16267731214453,51.21138186343626,51.33262634277344,770200,0.0,0.0,,,,False,CCEP
2023-02-10 00:00:00+00:00,51.27666765124244,51.332627463946665,50.78236842447194,50.93159103393555,934500,0.0,0.0,,,,False,CCEP
2023-02-13 00:00:00+00:00,51.23003322215807,52.246613300785405,51.23003322215807,52.08806228637695,1220100,0.0,0.0,,,,False,CCEP
2023-02-14 00:00:00+00:00,52.44247031120635,53.11397383153617,52.06008715274023,52.181331634521484,1506300,0.0,0.0,,,,False,CCEP
2023-02-15 00:00:00+00:00,52.4611220229129,52.862158440330084,51.994800938264795,52.38650894165039,1599600,0.0,0.0,,,,False,CCEP
2023-02-16 00:00:00+00:00,51.90153888126799,53.27252047032862,51.388582834674715,52.908790588378906,1383200,0.0,0.0,,,,False,CCEP
2023-02-17 00:00:00+00:00,52.283919280875494,52.72225866431937,51.86422960928251,52.442466735839844,1375100,0.0,0.0,,,,False,CCEP
2023-02-21 00:00:00+00:00,51.78029438367665,52.06008632679255,50.810345660310446,51.220706939697266,1227000,0.0,0.0,,,,False,CCEP
2023-02-22 00:00:00+00:00,51.174075200217686,51.55645835006231,50.84765186172139,51.202056884765625,1449700,0.0,0.0,,,,False,CCEP
2023-02-23 00:00:00+00:00,51.37925877584922,52.34920751460394,51.28599597924681,52.181331634521484,1235800,0.0,0.0,,,,False,CCEP
2023-02-24 00:00:00+00:00,51.742985475661605,52.199981689453125,51.2953176756042,52.199981689453125,922600,0.0,0.0,,,,False,CCEP
2023-02-27 00:00:00+00:00,52.28392044225211,52.66630358314235,51.93884028363966,52.10671615600586,708100,0.0,0.0,,,,False,CCEP
2023-02-28 00:00:00+00:00,52.09739142728292,52.1067162834383,51.23003393718549,51.295318603515625,1184600,0.0,0.0,,,,False,CCEP
2023-03-01 00:00:00+00:00,51.68702911895984,51.864233414270366,50.55853290857747,51.127445220947266,1514300,0.0,0.0,,,,False,CCEP
2023-03-02 00:00:00+00:00,51.11812132038911,52.00412858252189,51.11812132038911,51.910865783691406,596500,0.0,0.0,,,,False,CCEP
2023-03-03 00:00:00+00:00,52.004126743191264,52.302575515937995,51.61241873266025,52.16267776489258,585000,0.0,0.0,,,,False,CCEP
2023-03-06 00:00:00+00:00,51.985474360612855,52.433142160121946,51.948167821216906,52.13469696044922,677600,0.0,0.0,,,,False,CCEP
2023-03-07 00:00:00+00:00,52.050764508660926,52.050764508660926,51.07148731397201,51.3139762878418,752700,0.0,0.0,,,,False,CCEP
2023-03-08 00:00:00+00:00,51.37925761741397,51.715009370008765,50.940914656221025,51.202056884765625,645200,0.0,0.0,,,,False,CCEP
2023-03-09 00:00:00+00:00,51.090135712638066,51.22070504407676,50.29739131019032,50.465267181396484,967700,0.0,0.0,,,,False,CCEP
2023-03-10 00:00:00+00:00,50.51190059679564,50.93159029159105,49.92433502408207,50.40930938720703,1318100,0.0,0.0,,,,False,CCEP
2023-03-13 00:00:00+00:00,50.12019292499537,51.69635694747569,50.00827330046304,51.481849670410156,2419800,0.0,0.0,,,,False,CCEP
2023-03-14 00:00:00+00:00,51.83625101873768,52.70360492191899,51.593762073882694,52.55438232421875,2012700,0.0,0.0,,,,False,CCEP
2023-03-15 00:00:00+00:00,51.369932087784846,52.078738566835824,51.06215846602425,52.06008529663086,2389500,0.0,0.0,,,,False,CCEP
2023-03-16 00:00:00+00:00,51.9947995086066,52.91811679623108,51.45386535756959,52.76889419555664,1648600,0.0,0.0,,,,False,CCEP
2023-03-17 00:00:00+00:00,52.48910010181327,52.48910010181327,51.23003459750655,51.37925720214844,2223100,0.0,0.0,,,,False,CCEP
2023-03-20 00:00:00+00:00,52.0507636058529,52.535737987432924,51.75231837991869,52.34920883178711,1050800,0.0,0.0,,,,False,CCEP
2023-03-21 00:00:00+00:00,52.526407970632704,53.03936046470088,52.461123301810254,52.862159729003906,1191900,0.0,0.0,,,,False,CCEP
2023-03-22 00:00:00+00:00,52.96474973847801,53.636249682247644,52.796873863098725,52.824851989746094,1030500,0.0,0.0,,,,False,CCEP
2023-03-23 00:00:00+00:00,53.058014276621485,53.25386828508637,52.52640850636099,52.815528869628906,1213400,0.0,0.0,,,,False,CCEP
2023-03-24 00:00:00+00:00,52.75956744527114,53.13262573759336,52.23728654756954,52.955421447753906,885600,0.0,0.0,,,,False,CCEP
2023-03-27 00:00:00+00:00,53.10464533202741,53.59894811492054,53.10464533202741,53.43107223510742,1042300,0.0,0.0,,,,False,CCEP
2023-03-28 00:00:00+00:00,53.21656625650733,53.58029615240142,53.03003710129947,53.22589111328125,736800,0.0,0.0,,,,False,CCEP
2023-03-29 00:00:00+00:00,53.82277925211875,54.03728652618324,53.65490337541654,53.962677001953125,652200,0.0,0.0,,,,False,CCEP
2023-03-30 00:00:00+00:00,54.307753037393674,54.60619824665303,54.11189903589488,54.317081451416016,972800,0.0,0.0,,,,False,CCEP
2023-03-31 00:00:00+00:00,54.78340452293049,55.23107235305917,54.5688936856054,55.20309066772461,1155000,0.0,0.0,,,,False,CCEP
2023-04-03 00:00:00+00:00,55.06319589368994,55.594801658743286,54.9139732852144,55.5574951171875,941200,0.0,0.0,,,,False,CCEP
2023-04-04 00:00:00+00:00,55.52019216931474,55.73469946052363,54.634184875375205,54.923301696777344,947700,0.0,0.0,,,,False,CCEP
2023-04-05 00:00:00+00:00,55.10050018102641,55.31500744957506,54.55956602384049,54.67148208618164,932500,0.0,0.0,,,,False,CCEP
2023-04-06 00:00:00+00:00,54.82070447139211,55.02588688299433,54.45697460191361,54.78340148925781,729200,0.0,0.0,,,,False,CCEP
2023-04-10 00:00:00+00:00,54.419669592344206,54.86734096801918,54.251793715902984,54.839359283447266,456300,0.0,0.0,,,,False,CCEP
2023-04-11 00:00:00+00:00,54.75542202420962,55.41759712407919,54.615527830605586,55.296356201171875,963200,0.0,0.0,,,,False,CCEP
2023-04-12 00:00:00+00:00,55.12848304745303,55.697395379705874,54.997913703869976,55.38962173461914,724500,0.0,0.0,,,,False,CCEP
2023-04-13 00:00:00+00:00,55.688061272989124,56.09842609116023,55.34298467768404,55.94920349121094,1004200,0.0,0.0,,,,False,CCEP
2023-04-14 00:00:00+00:00,56.11707836645753,56.135731637021664,55.70671708728924,55.846614837646484,707700,0.0,0.0,,,,False,CCEP
2023-04-17 00:00:00+00:00,55.95852847468765,56.07977294921875,55.74402120913104,56.07977294921875,679100,0.0,0.0,,,,False,CCEP
2023-04-18 00:00:00+00:00,56.089100392126554,57.05904911761585,55.949206199136185,56.98443603515625,1123400,0.0,0.0,,,,False,CCEP
2023-04-19 00:00:00+00:00,56.96578538090235,57.142986112194194,56.70464315435683,56.9471321105957,883500,0.0,0.0,,,,False,CCEP
2023-04-20 00:00:00+00:00,56.462161066431875,57.67459524547275,56.462161066431875,57.43210983276367,995000,0.0,0.0,,,,False,CCEP
2023-04-21 00:00:00+00:00,57.81449466141198,58.23418082784802,57.47874288206487,57.61863708496094,1062000,0.0,0.0,,,,False,CCEP
2023-04-24 00:00:00+00:00,57.69324696918046,58.18754619591247,57.65594042738055,58.010345458984375,1275100,0.0,0.0,,,,False,CCEP
2023-04-25 00:00:00+00:00,58.159568083354245,59.4745934412833,58.159568083354245,59.01759719848633,1076800,0.0,0.0,,,,False,CCEP
2023-04-26 00:00:00+00:00,59.2973926777628,59.80102031872232,59.194801466706494,59.698429107666016,1107600,0.0,0.0,,,,False,CCEP
2023-04-27 00:00:00+00:00,59.77303515169389,60.22070653828063,59.41863367745522,60.13677215576172,1215000,0.0,0.0,,,,False,CCEP
2023-04-28 00:00:00+00:00,59.45593791019681,60.258010739872006,59.28806203618351,60.12744140625,1353500,0.0,0.0,,,,False,CCEP
2023-05-01 00:00:00+00:00,60.164746721005564,60.99479766019124,60.0994620555245,60.39790725708008,592300,0.0,0.0,,,,False,CCEP
2023-05-02 00:00:00+00:00,59.97822052193017,60.93884089616825,59.63314388731758,60.864234924316406,2155800,0.0,0.0,,,,False,CCEP
2023-05-03 00:00:00+00:00,61.11604451351166,61.890139276184854,60.97614675517985,61.04143142700195,1273800,0.0,0.0,,,,False,CCEP
2023-05-04 00:00:00+00:00,61.27459442580761,61.88081332572266,61.17200320664525,61.55438995361328,979300,0.0,0.0,,,,False,CCEP
2023-05-05 00:00:00+00:00,61.069419115772455,61.41449220257645,60.85490826234372,61.181331634521484,1279000,0.0,0.0,,,,False,CCEP
2023-05-08 00:00:00+00:00,61.23728826365195,61.330551057501175,60.798945305516014,60.892208099365234,657100,0.0,0.0,,,,False,CCEP
2023-05-09 00:00:00+00:00,60.74298591792036,61.58236534856666,60.69635807568728,61.461124420166016,1381600,0.0,0.0,,,,False,CCEP
2023-05-10 00:00:00+00:00,61.39583634084715,61.85282901614079,61.1626757961368,61.5450553894043,1038900,0.0,0.0,,,,False,CCEP
2023-05-11 00:00:00+00:00,61.65824710937427,62.20530882431104,61.15833484467186,62.1770133972168,1326100,0.74,0.0,,,,False,CCEP
2023-05-12 00:00:00+00:00,62.073256565720015,62.18644546639647,61.36584212792369,61.780860900878906,1045900,0.0,0.0,,,,False,CCEP
