Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EPS_Estimate,EPS_Reported,Surprise(%),Earnings_Date,stock
2022-12-22 00:00:00+00:00,147.55747033531762,148.79290339930455,145.95597216929485,148.11570739746094,650300,0.0,0.0,,,,False,AVB
2022-12-23 00:00:00+00:00,148.09738934625844,149.27791604581267,146.83448927756177,149.195556640625,396400,0.0,0.0,,,,False,AVB
2022-12-27 00:00:00+00:00,149.57994408450392,149.85448945339326,147.67644721455082,148.985107421875,456000,0.0,0.0,,,,False,AVB
2022-12-28 00:00:00+00:00,149.36031320216455,150.10157589481702,146.94433918420677,147.4110565185547,420900,0.0,0.0,,,,False,AVB
2022-12-29 00:00:00+00:00,148.79744148884282,150.7661165347352,147.65134770339503,150.3317108154297,839800,1.59,0.0,,,,False,AVB
2022-12-30 00:00:00+00:00,149.58308053621553,150.07293997690743,147.4757569527795,149.28732299804688,613100,0.0,0.0,,,,False,AVB
2023-01-03 00:00:00+00:00,150.0082289897116,151.29295691834537,147.4757375311591,149.26881408691406,646000,0.0,0.0,,,,False,AVB
2023-01-04 00:00:00+00:00,149.63852527876597,153.15998742070335,149.14866586725643,151.87525939941406,539800,0.0,0.0,,,,False,AVB
2023-01-05 00:00:00+00:00,150.3039856053801,150.8215718033459,145.74736544534827,146.01539611816406,890000,0.0,0.0,,,,False,AVB
2023-01-06 00:00:00+00:00,146.30194621363137,151.65345012824955,146.0431530612776,151.23753356933594,586500,0.0,0.0,,,,False,AVB
2023-01-09 00:00:00+00:00,150.8308315308788,152.54071359019682,149.41670698482744,150.1653594970703,1787300,0.0,0.0,,,,False,AVB
2023-01-10 00:00:00+00:00,149.74942734942144,151.18204099755008,149.3982021174096,150.64596557617188,661300,0.0,0.0,,,,False,AVB
2023-01-11 00:00:00+00:00,152.00465976406517,157.3191846209444,151.82904712098323,157.01417541503906,764100,0.0,0.0,,,,False,AVB
2023-01-12 00:00:00+00:00,157.9384207910856,158.4375177270208,155.75715464633953,157.37461853027344,650900,0.0,0.0,,,,False,AVB
2023-01-13 00:00:00+00:00,155.58155225255982,156.9864392101287,154.25984577258708,155.13790893554688,555000,0.0,0.0,,,,False,AVB
2023-01-17 00:00:00+00:00,156.64443326511244,158.47448817796882,155.5907716955126,157.13429260253906,736200,0.0,0.0,,,,False,AVB
2023-01-18 00:00:00+00:00,157.41160294282736,157.97540527532698,154.57411613072878,155.8773193359375,1061000,0.0,0.0,,,,False,AVB
2023-01-19 00:00:00+00:00,155.17488564392664,157.7720686292128,154.93458176631046,155.9235382080078,879500,0.0,0.0,,,,False,AVB
2023-01-20 00:00:00+00:00,155.9512435965849,157.6519020687021,154.31530455300103,157.4485626220703,1568400,0.0,0.0,,,,False,AVB
2023-01-23 00:00:00+00:00,158.40978606093037,158.92737223146185,156.7645954032416,157.45779418945312,715900,0.0,0.0,,,,False,AVB
2023-01-24 00:00:00+00:00,158.68708303826023,160.6650098599624,157.0234029772101,159.98104858398438,454300,0.0,0.0,,,,False,AVB
